Month,CCI,BCI,CLI,CCI Monthly,BCI Monthly,CLI Monthly,CCI Yearly,BCI Yearly,CLI Yearly
1998-10,101.6678,98.91911,99.75442,-0.001334922012,-0.0006947315166,0.00001964863824,-0.006550828527,-0.01600243913,-0.01206641789
1998-11,101.7612,98.86965,99.85756,0.0009186782836,-0.0005000044986,0.001033939148,-0.005459353908,-0.01589337331,-0.01102144787
1998-12,101.9039,98.94029,100.0252,0.001402302646,0.0007144760804,0.00167879127,-0.003757031603,-0.01374915769,-0.009004885366
1999-01,102.1431,99.25011,100.2319,0.002347309573,0.003131383585,0.002066479247,-0.002905095338,-0.009032917044,-0.00644120787
1999-02,102.351,99.55558,100.4424,0.002035379776,0.003077779964,0.002100129799,-0.002462874146,-0.004481034202,-0.00368006634
1999-03,102.3862,99.78287,100.6318,0.0003439145685,0.002283046314,0.00188565785,-0.002193715507,-0.0008919421319,-0.000787400793
1999-04,102.3814,99.966,100.7978,-0.00004688131799,0.001835284954,0.001649577966,-0.002031391035,0.002760334402,0.002246154244
1999-05,102.425,100.1747,100.9402,0.0004258586032,0.002087709821,0.001412729246,-0.0006429839137,0.007296599887,0.005405513085
1999-06,102.4361,100.3093,101.0485,0.0001083719795,0.001343652639,0.001072912477,0.0006251703345,0.01099004544,0.008476115578
1999-07,102.3806,100.3347,101.1262,-0.0005418011814,0.0002532168004,0.0007689376883,0.001413395073,0.01236085861,0.01117908332
1999-08,102.3192,100.4787,101.1827,-0.0005997229944,0.001435196398,0.0005587078324,0.002696875857,0.01437466647,0.01336163486
1999-09,102.3089,100.7188,101.2322,-0.0001006653688,0.002389561171,0.0004892140653,0.00496249154,0.01748618114,0.01483412038
1999-10,102.2883,100.9043,101.2831,-0.0002013510066,0.001841761419,0.0005028044436,0.006103210653,0.02006882189,0.01532443374
1999-11,102.406,101.0036,101.3359,0.001150669236,0.0009841007767,0.0005213110578,0.006336403266,0.02158346874,0.01480448751
1999-12,102.5694,100.963,101.3726,0.001595609632,-0.0004019658705,0.0003621618795,0.006530662713,0.0204437444,0.01347060541
2000-01,102.7986,100.8069,101.3668,0.002234584584,-0.001546110952,-0.00005721467142,0.006417467259,0.01568552418,0.01132274256
2000-02,102.8512,100.6117,101.3021,0.0005116801202,-0.001936375387,-0.000638276043,0.004887104181,0.01060834561,0.008559134389
2000-03,102.7707,100.4185,101.2064,-0.0007826841106,-0.001920253807,-0.0009446990734,0.00375538891,0.006370131466,0.005709924696
2000-04,102.7523,100.2286,101.0884,-0.0001790393565,-0.001891085806,-0.00116593417,0.003622728347,0.002626893144,0.002882999431
2000-05,102.7272,99.99739,100.9426,-0.0002442767704,-0.002306826594,-0.001442301985,0.00295045155,-0.001770007796,0.00002377645378
2000-06,102.629,99.77994,100.7782,-0.0009559298803,-0.002174556756,-0.001628648361,0.001883125187,-0.005277277381,-0.002674953117
2000-07,102.5957,99.62972,100.5957,-0.0003244696918,-0.001505513032,-0.001810907518,0.002100983975,-0.007026283031,-0.005245920444
2000-08,102.5611,99.41731,100.3808,-0.0003372461029,-0.002131994349,-0.002136274215,0.002364170166,-0.01056333332,-0.007925267857
2000-09,102.5115,99.22429,100.1304,-0.0004836141578,-0.001941513002,-0.00249450094,0.001980277376,-0.01483844128,-0.01088388872
2000-10,102.4032,98.97956,99.82795,-0.001056466835,-0.002466432362,-0.003020561188,0.001123295626,-0.01907490563,-0.01436715503
2000-11,102.1524,98.60808,99.48355,-0.002449142214,-0.003753098114,-0.003449935614,-0.002476417397,-0.02371717444,-0.01827930674
2000-12,101.6259,98.05393,99.11245,-0.005154063928,-0.005619722035,-0.003730264953,-0.00919864989,-0.02881322861,-0.02229547235
